Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R7WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.7pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R8BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.8pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R8CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.8pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R8DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.8pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R8WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.8pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R9BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.9pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R9CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.9pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R9DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.9pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R9WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.9pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R0BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.0pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R0CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.0pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R0DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.0pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R0WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.0pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R1BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.1pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R1CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.1pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R1DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.1pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R1WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.1pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R2BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.2pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R2CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.2pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R2DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.2pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R2WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.2pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R3BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.3pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R3CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.3pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R3DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.3pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R3WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.3pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R4BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.4pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R4CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.4pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R4DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.4pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R4WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.4pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R5BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.5pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R5CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.5pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R5DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.5pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R5WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.5pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R6BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.6pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R6CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.6pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R6DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.6pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R6WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.6pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R7BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.7pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R7CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.7pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R7DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.7pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R7WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.7pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R8BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.8pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R8CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.8pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R8DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.8pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R8WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.8pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R9BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.9pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R9CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.9pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R9DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.9pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H6R9WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.9pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R0BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.0pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R0CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.0pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R0DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.0pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R0WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.0pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R1BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.1pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R1CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.1pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R1DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.1pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R1WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.1pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R2BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.2pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R2CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.2pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R2DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.2pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R2WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.2pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R3BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.3pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R3CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.3pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R3DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.3pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R3WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.3pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R4BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.4pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R4CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.4pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R4DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.4pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R4WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.4pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R5BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.5pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R5CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.5pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R5DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.5pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R5WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.5pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R6BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.6pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R6CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.6pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R6DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.6pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R6WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.6pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R7BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.7pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R7CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.7pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R7DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.7pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R7WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.7pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R8BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.8pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R8CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.8pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R8DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.8pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R8WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.8pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R9BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.9pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R9CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.9pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R9DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.9pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H7R9WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.9pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R0BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.0pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R0CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.0pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R0DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.0pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R0WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.0pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R1BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.1pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R1CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.1pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H8R1DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.1pF,±0.5pF,
