Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K103FA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,10000pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K103GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,10000pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K113GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,11000pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K113JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,11000pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K123GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,12000pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K133GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,13000pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K133JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,13000pF,±5%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K153FA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,15000pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K153GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,15000pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K512FA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,5100pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K562FA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,5600pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K622GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,6200pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K622JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,6200pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K682GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,6800pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K752GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,7500pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K752JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,7500pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K822GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,8200pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K912GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,9100pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM2195C1K912JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","C0G (EIA)",80Vdc,9100pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H103GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,10000pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H103JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,10000pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H392GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,3900pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H392JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,3900pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H432GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,4300pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H432JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,4300pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H472GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,4700pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H472JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,4700pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H512GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,5100pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H512JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,5100pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H562GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,5600pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H562JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,5600pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H622GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,6200pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H622JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,6200pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H682GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,6800pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H682JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,6800pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H752GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,7500pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H752JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,7500pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H822GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,8200pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H822JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,8200pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H912GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,9100pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G1H912JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",50Vdc,9100pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G2A112GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",100Vdc,1100pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G2A112JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",100Vdc,1100pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G2A122GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",100Vdc,1200pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G2A122JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",100Vdc,1200pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G2A132GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",100Vdc,1300pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G2A132JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",100Vdc,1300pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G2A152GA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",100Vdc,1500pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM2195G2A152JA16#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.1mm","X8G (Murata)",100Vdc,1500pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E100FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,10pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E100GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,10pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E101FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,100pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E101GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,100pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E102FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1000pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E102GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1000pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E110FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,11pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E110GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,11pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E110JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,11pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E111FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,110pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E111GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,110pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E111JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,110pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E112FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1100pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E112GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1100pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E112JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1100pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E120FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,12pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E120GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,12pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E121FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,120pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E121GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,120pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E122FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1200pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E122GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1200pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E130FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,13pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E130GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,13pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E130JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,13pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E131FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,130pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E131GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,130pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E131JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,130pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E132FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1300pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E132GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1300pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E132JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1300pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E150FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,15pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E150GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,15pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E151FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,150pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E151GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,150pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E152FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1500pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E152GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1500pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E160FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,16pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E160GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,16pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E160JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,16pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E161FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,160pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E161GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,160pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E161JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,160pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E162FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1600pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E162GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1600pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E162JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1600pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E180FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,18pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E180GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,18pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E181FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,180pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E181GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,180pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E182FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1800pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E182GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,1800pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E200FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,20pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E200GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,20pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E200JX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,20pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E201FX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,200pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM21A5C2E201GX01#,"2.0 ±0.2mm","1.25 ±0.2mm","1.0 +0/-0.3mm","C0G (EIA)",250Vdc,200pF,±2%,
